"GeneName"	"FoldChange"	"Pvalue"	"Padj"
"multiple coagulation factor deficiency 2, ER cargo receptor complex subunit"	-0.746223997141925	1.28606261139015e-05	4.65694324354316e-05
"4-aminobutyrate aminotransferase"	-1.04260168674126	1.29278075198284e-05	4.68049064593819e-05
"netrin G1"	-1.68534042046506	1.29381810482216e-05	4.68346643638672e-05
"SRSF protein kinase 3"	-1.37453412913719	1.30019248413618e-05	4.70575741594883e-05
"microRNA 130b"	5.07320241659581	1.30102487990976e-05	4.7079863372367e-05
"ADAM metallopeptidase with thrombospondin type 1 motif 19"	-1.60695121258592	1.30209729100563e-05	4.71108290959453e-05
"replication termination factor 2"	-0.75716526907797	1.30455630065704e-05	4.71919443137848e-05
"cyclic nucleotide gated channel subunit beta 3"	-3.32237048811178	1.30499658790812e-05	4.72000179965238e-05
"macroH2A.1 histone"	0.877850447984405	1.30545295851404e-05	4.72086706105352e-05
"chromosome 12 open reading frame 66"	-1.22971327128245	1.30595314764671e-05	4.72189046781757e-05
"zinc finger CCHC-type containing 3"	0.97143080032662	1.31114501905404e-05	4.73987426991253e-05
"dedicator of cytokinesis 6"	-0.942187678105421	1.31239412186735e-05	4.74360109784172e-05
"5-hydroxytryptamine receptor 7 pseudogene 1"	-2.52613844370066	1.31700394460264e-05	4.75947186828558e-05
"RAB42, member RAS oncogene family"	3.01630640290181	1.31966631227084e-05	4.76830069720463e-05
"interleukin 1 receptor associated kinase 1 binding protein 1"	1.19387367382846	1.32099969574955e-05	4.77232542128463e-05
"clathrin heavy chain like 1"	1.38173797238576	1.32129851609951e-05	4.77261190206336e-05
"zinc finger protein 544"	0.844520789371143	1.32542770259396e-05	4.78673150865371e-05
"zinc finger protein 727"	-2.72357290540428	1.32943377749245e-05	4.8004018861424e-05
"prickle planar cell polarity protein 3"	-1.7044319014267	1.33094098880166e-05	4.80451868273633e-05
"pyruvate dehydrogenase complex component X"	-0.841347719757212	1.33101586983676e-05	4.80451868273633e-05
"androgen induced 1"	-1.01099347737125	1.3333924559466e-05	4.81217867034685e-05
NA	-5.2301289015081	1.3335806305524e-05	4.81217867034685e-05
"RLF zinc finger"	1.04663349716334	1.3345680423005e-05	4.81494255022489e-05
"dynein axonemal heavy chain 9"	-1.4743647066533	1.3348511185149e-05	4.81516478639994e-05
"zinc finger MYM-type containing 5"	1.22719900801357	1.3352666562896e-05	4.8158646938275e-05
"amylase alpha 2A"	-2.57237345654199	1.33902130346099e-05	4.82860543349565e-05
"MAGE family member D2"	0.838090904050795	1.34012163942092e-05	4.831771900937e-05
"zinc finger and SCAN domain containing 25"	0.847035806624896	1.34382478350619e-05	4.84432011576986e-05
"sidekick cell adhesion molecule 1"	2.14985176045338	1.34655959065527e-05	4.85337401532432e-05
"TATA-box binding protein associated factor, RNA polymerase I subunit B"	1.06020565995768	1.34703546091581e-05	4.85428442827295e-05
"opioid related nociceptin receptor 1"	-1.73149778520138	1.34862172934351e-05	4.85919539570059e-05
"family with sequence similarity 72 member A"	1.82210891902969	1.35289359966062e-05	4.87377957750151e-05
NA	1.75412171755752	1.3531593126459e-05	4.87392919420719e-05
"TBC1 domain family member 2"	-1.59656899354463	1.35641018817369e-05	4.88482920342623e-05
"keratin 31"	3.07501941725542	1.36177365546359e-05	4.90333240202616e-05
"long intergenic non-protein coding RNA 940"	-2.76687689002562	1.3733370942014e-05	4.94414998593023e-05
"kelch like family member 28"	1.03155976757101	1.37470247398733e-05	4.94824610711234e-05
"chromosome 2 open reading frame 73"	-2.61955062313669	1.38213050252016e-05	4.97415978402431e-05
"phosphatidylinositol-4-phosphate 5-kinase type 1 gamma"	-1.52554878296766	1.38798015217994e-05	4.99438538373786e-05
"YEATS domain containing 2"	0.957439387395382	1.39243139644452e-05	5.00957322358106e-05
"zinc finger protein 132"	1.07301868367949	1.39294808977612e-05	5.01060298143986e-05
"placenta associated 9 pseudogene 1"	-3.97170022705813	1.40093197234358e-05	5.03848833924264e-05
"killer cell lectin like receptor K1"	-2.36643664739435	1.40166696491034e-05	5.04029796296983e-05
"GIT ArfGAP 1"	-1.18517371094189	1.40417145408172e-05	5.04846892396074e-05
NA	-1.87331347282773	1.410500475137e-05	5.07038538855051e-05
"PTPRF interacting protein alpha 4"	-1.44103632614894	1.41375853538128e-05	5.08125711980896e-05
"GINS complex subunit 3"	1.48778918473346	1.41480865239771e-05	5.08419089450886e-05
"uncharacterized LOC100289495"	-2.00857524148455	1.4202568991298e-05	5.10292600297157e-05
"SEC14 like lipid binding 6"	-1.97292241066296	1.42424993324117e-05	5.11642726348251e-05
"zinc finger protein 100"	1.72061175590394	1.43229600849428e-05	5.14406653717184e-05
"dihydrodiol dehydrogenase"	-1.76551643163896	1.43241703767252e-05	5.14406653717184e-05
"MAPK interacting serine/threonine kinase 1"	-0.845114218664041	1.43509690280135e-05	5.15283926735e-05
"apolipoprotein B mRNA editing enzyme catalytic subunit 3G"	-2.32305488669554	1.43640380458678e-05	5.15668017099094e-05
"kelch like family member 20"	1.01117786755979	1.43808680246001e-05	5.16186976593744e-05
"SH2 domain containing 4B"	2.06630477767658	1.44287736330186e-05	5.17821009500589e-05
"reprimo like"	-2.86966155194685	1.44976947420958e-05	5.20208584564954e-05
"melanoregulin"	-1.30226452525901	1.453322695159e-05	5.21397503555312e-05
"ERCC excision repair 8, CSA ubiquitin ligase complex subunit"	1.28714413506649	1.45414891952339e-05	5.21607847869295e-05
"snail family transcriptional repressor 1"	-1.76917817643624	1.45474787418107e-05	5.21736613866225e-05
"potassium inwardly rectifying channel subfamily J member 8"	-1.04133820962007	1.46580458399085e-05	5.25615330043628e-05
"hydroxylysine kinase"	-1.9262574214605	1.46866419859672e-05	5.26553897455331e-05
"keratin 3"	-5.72345089636494	1.47151009423266e-05	5.27487237571512e-05
"pseudouridine synthase 3"	0.971750834728416	1.47957493937607e-05	5.30290780695269e-05
"schlafen family member 12 like"	-4.64995954954682	1.48389635843912e-05	5.31751948719713e-05
"zinc finger protein 542, pseudogene"	1.04055730855867	1.48995929912198e-05	5.33836603859771e-05
"nuclear receptor binding SET domain protein 3"	1.17721788093262	1.49291229474576e-05	5.34806495305116e-05
"translocase of inner mitochondrial membrane 17A"	-0.860458484469175	1.4955129422638e-05	5.35649866190402e-05
"serpin family B member 9"	-1.86757766533495	1.49597853256899e-05	5.35728368910929e-05
"calpain 6"	3.82797659011526	1.50037127494566e-05	5.37212975767353e-05
"prolyl 4-hydroxylase subunit alpha 2"	-1.46828813841843	1.50159755708346e-05	5.3756351866543e-05
"base methyltransferase of 25S rRNA 2 homolog"	1.19526622654186	1.50578460057369e-05	5.38973707623849e-05
"long intergenic non-protein coding RNA 938"	1.00179819746771	1.51671529353988e-05	5.42796826285605e-05
"transcription activation suppressor family member 2"	0.961169339341361	1.51701090223367e-05	5.42813265725184e-05
"NBPF member 10"	1.57680867393131	1.52353906947204e-05	5.45059452186797e-05
"coiled-coil domain containing 171"	1.15261971834174	1.52379965486768e-05	5.45062986121722e-05
"zinc finger protein 282"	1.02350801008453	1.52679650354972e-05	5.46003947273506e-05
"ELAV like RNA binding protein 1"	0.727265185361145	1.52693252353752e-05	5.46003947273506e-05
NA	1.66084586832234	1.52797270539196e-05	5.46286048148768e-05
"TBC1 domain family member 30"	1.30142756371428	1.53115859334556e-05	5.47335070337486e-05
"KIAA0753"	0.959472884223931	1.53590989451719e-05	5.48943235520272e-05
"DNA ligase 3"	1.05996923321444	1.54126156530555e-05	5.50765412414659e-05
"long intergenic non-protein coding RNA 2418"	-2.70132979467959	1.54214234627266e-05	5.5098959326728e-05
"RAB4A, member RAS oncogene family"	-0.943842040597562	1.55226283253289e-05	5.5451439766838e-05
"long intergenic non-protein coding RNA 184"	-3.31362836483007	1.56506731154117e-05	5.58996688355784e-05
"podocalyxin like 2"	0.961516468557652	1.57721767436601e-05	5.63243913574102e-05
"ATRX chromatin remodeler"	1.23360635389499	1.57866063004713e-05	5.63666624369429e-05
"transmembrane protein 268"	-1.64407193126648	1.58068030865054e-05	5.64295083585738e-05
"phospholipase C eta 1"	-1.13712387401873	1.58381517186857e-05	5.65321386498024e-05
"myosin light chain 4"	4.43446506743014	1.58701932736579e-05	5.66372081356855e-05
"cell adhesion molecule 2"	-1.55867994109884	1.5965916449883e-05	5.69694714486962e-05
"transcription termination factor 1"	0.939080351698769	1.61049774603858e-05	5.74562380975137e-05
"small nucleolar RNA host gene 3"	1.05287950569386	1.61840684782314e-05	5.77289307276831e-05
"bromodomain and PHD finger containing 1"	1.09896481941832	1.62311479161198e-05	5.78873666083268e-05
"spire type actin nucleation factor 1"	1.00145105094058	1.63497112656503e-05	5.83006515706911e-05
"chromosome 10 open reading frame 143"	-1.12027951835228	1.63734589182569e-05	5.83757576815061e-05
"mitochondrial ribosomal protein L55"	-0.792138730809221	1.63939652348363e-05	5.84392848287548e-05
"alpha 1,4-galactosyltransferase (P blood group)"	-1.76414215889646	1.64747702464165e-05	5.8717701627433e-05
"long intergenic non-protein coding RNA 2591"	-2.01629244830024	1.65111971821586e-05	5.88364761827971e-05
"RAD54 homolog B"	1.43986195927628	1.65135080110127e-05	5.88364761827971e-05
"ribosomal protein L19"	1.11393429239474	1.65181553718103e-05	5.88433911090493e-05
"transcription factor 20"	1.12249238373124	1.65243688375353e-05	5.8855881863836e-05
"ST14 transmembrane serine protease matriptase"	-2.60400102564644	1.65931919176429e-05	5.90913325931983e-05
"phosphomannomutase 1"	-1.13177484237073	1.66429111152323e-05	5.92586849911996e-05
"KIAA0408"	3.93298084510476	1.66647905247499e-05	5.93268725722267e-05
"aurora kinase A interacting protein 1"	-1.1110115859213	1.66705278699515e-05	5.93375812738402e-05
"transglutaminase 3"	-2.92426938609254	1.66974402150665e-05	5.94236450672387e-05
"testis specific serine kinase 4"	1.06898660759581	1.67077236014831e-05	5.94505104451462e-05
"solute carrier family 37 member 4"	0.903414326616877	1.6805266141693e-05	5.97878074270246e-05
"cell division cycle 14B"	-1.35688321894287	1.68391286424187e-05	5.98984777183942e-05
"mesothelin like"	-5.30496695903753	1.68653951174039e-05	5.99745703219539e-05
"tweety family member 1"	-1.50705323075497	1.6866037576396e-05	5.99745703219539e-05
"immunoglobulin superfamily member 11"	-1.46168447140401	1.68721047970283e-05	5.99863336700234e-05
"ATP binding cassette subfamily A member 12"	1.80989327143789	1.68850603152954e-05	6.00225795151795e-05
"uncharacterized LOC401176"	-2.95755838668128	1.68894806384681e-05	6.00284777768406e-05
"THAP domain containing 12"	1.00544856718142	1.68951720719872e-05	6.00388911436865e-05
"phosphatidylinositol glycan anchor biosynthesis class V"	-0.873935626549984	1.70185113230083e-05	6.04673075132412e-05
"cytochrome c oxidase subunit 6B2"	3.29866024316597	1.70738776757444e-05	6.06541134882939e-05
"Rho guanine nucleotide exchange factor 17"	-1.27625766095205	1.70777671045246e-05	6.06580190523558e-05
"ferredoxin 2"	-1.3177658884876	1.72008437277364e-05	6.10851916832272e-05
"uncharacterized LOC100130027"	0.709425465818153	1.72282118436229e-05	6.11723915878175e-05
"RNA binding motif protein 22"	0.658625637963189	1.73231471042915e-05	6.14994352048339e-05
"3-hydroxy-3-methylglutaryl-CoA reductase"	0.999533585837609	1.73616314917416e-05	6.16259967774621e-05
"ADP ribosylation factor like GTPase 6 interacting protein 6"	1.62890807230922	1.74569427738963e-05	6.19505169970184e-05
"ribonuclease L"	-1.85504815720776	1.7458756158444e-05	6.19505169970184e-05
"WD repeat domain 82"	0.761544047592232	1.74867841699346e-05	6.20398457308334e-05
"microRNA 770"	-1.79519453516922	1.7626377896298e-05	6.25248950633734e-05
"zinc finger protein 136"	1.40668441288697	1.76511038888893e-05	6.26023898284408e-05
"cancer/testis associated transcript 75"	-2.3778993957571	1.76645188517799e-05	6.26397495280618e-05
"leucine rich repeats and guanylate kinase domain containing"	1.77087415400704	1.77090899683716e-05	6.27875611549847e-05
"phosphatase, orphan 2"	1.37601585068467	1.77769288126933e-05	6.30178068346265e-05
"zinc finger protein 888"	1.48110523960476	1.7815311840642e-05	6.3143575925562e-05
"acyl-CoA synthetase short chain family member 1"	-1.61167440897155	1.78318548044873e-05	6.31919079550707e-05
"glia maturation factor gamma"	-1.5025096152932	1.78493655195251e-05	6.32436531551493e-05
"NADH:ubiquinone oxidoreductase subunit B3"	-1.15317175361743	1.78750445651559e-05	6.33243187047505e-05
"ATPase H+/K+ transporting non-gastric alpha2 subunit"	-3.18406854798714	1.79009642901278e-05	6.34058104645923e-05
"ETS variant transcription factor 7"	-3.33729057596406	1.8012280048924e-05	6.37897019944058e-05
"LARGE xylosyl- and glucuronyltransferase 1"	-1.11179901223246	1.81196386010657e-05	6.41594564862816e-05
"ZNF674 antisense RNA 1 (head to head)"	1.23489855484483	1.81482768655495e-05	6.42503968952797e-05
"ADNP homeobox 2"	0.729087057646835	1.82817787463686e-05	6.47124962104852e-05
"ATP binding cassette subfamily A member 5"	-1.7940427527606	1.83301585771447e-05	6.48731853533621e-05
"small nucleolar RNA, C/D box 87"	1.72579322016626	1.83644058601405e-05	6.49838131193548e-05
"chromosome 7 open reading frame 25"	-0.949742613808821	1.83893924194312e-05	6.50616404541665e-05
"taste 2 receptor member 10"	2.34666327861817	1.84251219684858e-05	6.51774449588106e-05
NA	0.985242826137992	1.85370599759855e-05	6.55627494611843e-05
"mitochondrial ribosomal protein S7"	-0.958023348811787	1.854497890554e-05	6.5580088872047e-05
"nudix hydrolase 2"	-1.16345657583092	1.85505020889785e-05	6.55889520111371e-05
"potassium channel tetramerization domain containing 20"	0.707214781386034	1.8583503563191e-05	6.56949513768027e-05
"creatine kinase B"	-1.29470322489279	1.85869014330122e-05	6.56962809388911e-05
"zinc finger protein 649"	1.57474065144625	1.8615707123081e-05	6.57874006116553e-05
"ras homolog family member G"	-2.25171128557952	1.86639832329922e-05	6.59472874156483e-05
"zinc finger protein 518A"	1.528223330035	1.87437198765103e-05	6.62182667915519e-05
"actin related protein T3"	-1.55504507819598	1.87618257868556e-05	6.62714629459021e-05
"actin related protein 5"	0.937383032223996	1.89328521972445e-05	6.68647075406583e-05
"calcium voltage-gated channel auxiliary subunit beta 4"	-1.64766123177945	1.89574928867675e-05	6.69408563994171e-05
"CLN3 lysosomal/endosomal transmembrane protein, battenin"	0.830434839794364	1.90632538159538e-05	6.7303377916962e-05
"serine protease 44, pseudogene"	3.03967681807861	1.90698319710164e-05	6.73156708689507e-05
"2,4-dienoyl-CoA reductase 1"	-1.09877644789276	1.90859561667531e-05	6.73616514645097e-05
"prostaglandin F2 receptor inhibitor"	1.35095071011918	1.91089750174186e-05	6.74319470627654e-05
"coiled-coil domain containing 152"	1.52215181077572	1.91133981400683e-05	6.74366096986735e-05
"zinc finger protein 329"	0.818676554571638	1.92304019092829e-05	6.78384176390914e-05
"solute carrier family 35 member E2A"	1.46204309265962	1.92730013596859e-05	6.79776642701055e-05
"maternally expressed 8, small nucleolar RNA host gene"	-1.99658640505911	1.92939771611141e-05	6.80406094825275e-05
"TBC1 domain family member 31"	1.25322605768157	1.93978168653185e-05	6.83957081525934e-05
"myocyte enhancer factor 2A"	-0.969225439133569	1.94030037927054e-05	6.84029034307132e-05
"karyopherin subunit beta 1"	0.894577421776853	1.94881507674203e-05	6.86919399861358e-05
"PR/SET domain 10"	1.03790986407637	1.95350506780317e-05	6.88460912289005e-05
"TAL bHLH transcription factor 2"	3.22959659734657	1.954568046467e-05	6.88723888140017e-05
"legumain"	-1.01809277799703	1.9608109744549e-05	6.90811722502415e-05
"endothelial cell adhesion molecule"	-0.930409676119928	1.96715975271478e-05	6.92936166295724e-05
"death effector domain containing 2"	-1.22690925860341	1.98363410957966e-05	6.98626100378606e-05
"exophilin 5"	-1.8264412187697	1.9884689194941e-05	7.00215464507958e-05
"solute carrier family 45 member 1"	-1.24968099572909	1.99052528860647e-05	7.00826077726208e-05
"SIL1 nucleotide exchange factor"	-0.991808999384676	1.99233963106697e-05	7.01351294025698e-05
"solute carrier family 25 member 14"	-0.785390781017733	1.99724246933854e-05	7.02963388795356e-05
"GrpE like 1, mitochondrial"	-0.865895830963937	1.99826568412261e-05	7.03151286310843e-05
"3-hydroxy-3-methylglutaryl-CoA lyase"	-1.21192228112656	1.99842316274077e-05	7.03151286310843e-05
"zinc finger protein 488"	-2.49721784786464	2.00013593982265e-05	7.03640056111395e-05
"biogenesis of lysosomal organelles complex 1 subunit 5"	1.29423752377585	2.0073247664203e-05	7.06054809039699e-05
"mitochondrial ribosomal protein S15"	-1.00565268527652	2.01576099399984e-05	7.08824958297809e-05
"oligophrenin 1"	0.822779840134772	2.0158524065845e-05	7.08824958297809e-05
"solute carrier family 35 member E2B"	1.08638805236112	2.023272208839e-05	7.11318905115924e-05
"GLI family zinc finger 1"	1.61992550653961	2.02577760510042e-05	7.12084574171193e-05
"exosome component 3"	0.799660695687022	2.02911159240326e-05	7.13141208057536e-05
"syntaxin 16"	-0.786533367698286	2.03233443133485e-05	7.14158443052382e-05
"pro-platelet basic protein"	5.58665173656652	2.03360124959289e-05	7.14488118413043e-05
"inactivation escape 1"	1.21281277083254	2.03569173168693e-05	7.15107027607136e-05
"gamma-glutamyl hydrolase"	1.18111009804286	2.03768866566769e-05	7.15678837270276e-05
"pannexin 3"	-4.66380540256976	2.03797786741193e-05	7.15678837270276e-05
"actin related protein 3"	0.715610096041953	2.04496677627956e-05	7.18017162194671e-05
"tripartite motif containing 47"	-1.30063337755039	2.04982493585626e-05	7.19606716138397e-05
"long intergenic non-protein coding RNA 1558"	3.54021000010939	2.0563135934384e-05	7.21768063205429e-05
"T cell leukemia homeobox 2"	-2.76376543874236	2.06035009851746e-05	7.23068143532979e-05
"zinc finger protein 317"	0.78710263843249	2.0633985785404e-05	7.24021118399723e-05
"F11 receptor"	1.11323014160913	2.06679068680637e-05	7.25036848216057e-05
"bifunctional apoptosis regulator"	0.650229184383418	2.06696029862615e-05	7.25036848216057e-05
"olfactomedin like 3"	1.53288079740477	2.07062135630732e-05	7.26203886231288e-05
"kinesin family member C2"	-1.46956771256181	2.08007968612923e-05	7.29403426711863e-05
"intraflagellar transport 57"	-1.09673256627284	2.08797646933748e-05	7.32054449602744e-05
"3-oxoacid CoA-transferase 2"	-2.98238096164941	2.08880980333419e-05	7.3222853812139e-05
"AKT1 substrate 1"	-0.943902233507917	2.08959741135831e-05	7.32386543935855e-05
"5'-nucleotidase, cytosolic IA"	-2.63489121221903	2.0906590296808e-05	7.32640521668122e-05
"CDC42 binding protein kinase gamma"	2.48600012439849	2.09151855863211e-05	7.32823609721525e-05
"small nucleolar RNA, C/D box 47"	1.51165294001099	2.09304230662803e-05	7.33239329494038e-05
"nucleolin"	0.968892164037906	2.09453698934863e-05	7.33644734741881e-05
"DEAD-box helicase 23"	0.865441798603454	2.11237832487281e-05	7.3977476097068e-05
"myotubularin related protein 9 like, pseudogene"	0.930025666548292	2.11878866719272e-05	7.41900216032163e-05
"charged multivesicular body protein 4B"	-0.765989589560881	2.12379113425085e-05	7.43532094198835e-05
"poly(ADP-ribose) polymerase family member 10"	-1.30593210396942	2.1274629208887e-05	7.44602688035844e-05
"fasciculation and elongation protein zeta 2"	-1.04158627994334	2.12753410518314e-05	7.44602688035844e-05
"KIT proto-oncogene, receptor tyrosine kinase"	0.975080184915826	2.13907579319906e-05	7.48521596973132e-05
"SATB homeobox 2"	2.49441717123563	2.14083649536267e-05	7.49017158765367e-05
"zinc finger protein 266"	1.70390546919989	2.14338601458787e-05	7.49788501096618e-05
NA	-3.78255857388327	2.16081966337546e-05	7.55765448864959e-05
"zinc finger protein 428"	1.14433553455747	2.16585050803726e-05	7.57403183130739e-05
"microtubule affinity regulating kinase 1"	1.1142351098121	2.17167755598117e-05	7.59318780067332e-05
"FGGY carbohydrate kinase domain containing"	-1.24845239648271	2.17428658443653e-05	7.60108773632974e-05
"pyrroline-5-carboxylate reductase 2"	-1.04204531861813	2.17873743751145e-05	7.61542293069716e-05
"G protein subunit alpha 13"	1.4386469406056	2.19549710067274e-05	7.67277004753673e-05
NA	2.04960352576422	2.20023963467631e-05	7.68810830882315e-05
"lysine methyltransferase 2E (inactive)"	1.03618931383688	2.21075358022471e-05	7.72360494739923e-05
"protein kinase N2"	1.18250759938572	2.21293549664703e-05	7.72906327006197e-05
"signal peptidase complex subunit 1"	-1.02906308016034	2.2130269470648e-05	7.72906327006197e-05
"testis expressed metallothionein like protein"	-2.02682452219177	2.22794358632137e-05	7.77989508921659e-05
"cyclin dependent kinase 13"	0.677240762556549	2.22829707559688e-05	7.77989508921659e-05
"lysine demethylase 3B"	0.886008837600229	2.23624542825573e-05	7.80639239815476e-05
"Rho guanine nucleotide exchange factor 5"	2.3400681459672	2.24196143228688e-05	7.82508966115734e-05
"CD68 molecule"	0.89598094683299	2.24784608334857e-05	7.84436945394563e-05
"SH3 domain binding protein 5"	1.07283799401335	2.25396963349587e-05	7.86447661720973e-05
"zinc finger protein 48"	1.15066475118099	2.25714287216703e-05	7.8742848497727e-05
"neurotensin"	10.2893160290141	2.26244535185836e-05	7.89151682893511e-05
"BMP/retinoic acid inducible neural specific 1"	-1.39134940720461	2.26861688960188e-05	7.9117741092131e-05
"NADH:ubiquinone oxidoreductase subunit A7"	-0.820704607440011	2.2802304095221e-05	7.95026090290982e-05
"adipocyte plasma membrane associated protein"	-0.864274746677849	2.28038392854725e-05	7.95026090290982e-05
"enoyl-CoA hydratase domain containing 3"	1.76056345927061	2.28525458144595e-05	7.96596438275076e-05
"MIR193B host gene"	-2.9117774432584	2.29700832032216e-05	8.00565211480026e-05
"M-phase phosphoprotein 9"	1.16738363482607	2.29814194673316e-05	8.00831929218234e-05
"RNA binding motif protein 25"	0.894908924700581	2.30095221547043e-05	8.01682726226646e-05
"NPC intracellular cholesterol transporter 2"	-1.64097412812677	2.30207662680353e-05	8.01945969289144e-05
"CDK5 regulatory subunit associated protein 2"	1.51717207155772	2.30536464003789e-05	8.02962714499581e-05
"embryonic ectoderm development"	0.976039388562321	2.31168334561262e-05	8.05034560579273e-05
"BR serine/threonine kinase 1"	-1.2426162919649	2.32089283520371e-05	8.08112285877062e-05
"YAE1 maturation factor of ABCE1"	0.9251719234378	2.33211763994113e-05	8.11890626260369e-05
"interferon induced protein 44"	1.68806931374576	2.3329064763239e-05	8.1196759155526e-05
"differentiation antagonizing non-protein coding RNA"	1.05819397836335	2.33308566507783e-05	8.1196759155526e-05
NA	-1.09554305787043	2.33513257327403e-05	8.12549892374371e-05
"tubulin beta 4B class IVb"	-0.891540702901925	2.34692933413384e-05	8.16524094309549e-05
"epiplakin 1"	2.60376196650493	2.37168498639356e-05	8.25004852626918e-05
"nudix hydrolase 9"	-0.696924765757195	2.37329198632617e-05	8.2543178810938e-05
"long intergenic non-protein coding RNA 2880"	2.51842027577796	2.37822359899181e-05	8.27014703545761e-05
"TNF superfamily member 4"	-1.27421178733851	2.39127070005021e-05	8.31418779622448e-05
"phosphopantothenoylcysteine synthetase"	-0.913449672737512	2.39474261005179e-05	8.32492789976589e-05
"membrane spanning 4-domains A14"	-2.77420004909281	2.39639500531148e-05	8.32934033740637e-05
"GDP-mannose pyrophosphorylase A"	-0.717590828441569	2.39756649085861e-05	8.3320800955494e-05
"cytoskeleton associated protein 4"	1.17105895305762	2.41167765877182e-05	8.37978008300435e-05
"proline-serine-threonine phosphatase interacting protein 2"	1.53306145885794	2.41300726512194e-05	8.3830602350617e-05
"Rho GTPase activating protein 1"	-0.903581550122602	2.42256531114417e-05	8.41492130205872e-05
"proteasome 20S subunit beta 10"	-0.844967348072231	2.42323630335602e-05	8.41590742352449e-05
"small nuclear RNA activating complex polypeptide 3"	0.762635522181039	2.4324295265527e-05	8.44648623810609e-05
"CD36 molecule"	1.96591166137166	2.4355652736087e-05	8.45602437137125e-05
"epidermal growth factor receptor pathway substrate 8"	1.53467097396297	2.43991599448098e-05	8.4697770455071e-05
"phospholipase A and acyltransferase 1"	-1.19687191227229	2.44119573325373e-05	8.47286660866369e-05
"cAMP responsive element binding protein 3"	-0.918565708763221	2.44883776672112e-05	8.49803382063591e-05
"SH3 and PX domains 2B"	1.47793383161831	2.45439354016445e-05	8.51595434993862e-05
"NFKB activating protein pseudogene 1"	-1.49801921494946	2.4652605400335e-05	8.55229446319904e-05
"NK1 homeobox 2"	-5.56820522861842	2.47592852708817e-05	8.58793269103765e-05
"septin 7"	-1.15817291030258	2.47866519167408e-05	8.59543901705213e-05
"ankyrin repeat domain 49"	1.00679699185255	2.47888333733116e-05	8.59543901705213e-05
"N-deacetylase and N-sulfotransferase 4"	3.19860462790047	2.48187222170016e-05	8.60443054887309e-05
"PTOV1 extended AT-hook containing adaptor protein"	0.836365557647154	2.48334553538826e-05	8.60816570230806e-05
"RNA binding motif protein 39"	0.91745086668388	2.49302237814612e-05	8.64033150379002e-05
"MTOR associated protein, eak-7 homolog"	0.970259080747674	2.4936917500067e-05	8.64127388219566e-05
"zinc finger protein 676"	-3.91514267427641	2.5014755846649e-05	8.66686544799995e-05
"zinc finger E-box binding homeobox 2"	1.39773774054078	2.50447038702535e-05	8.67585893631583e-05
"NADPH oxidase 4"	2.38415277438223	2.50644672744488e-05	8.68132201710677e-05
"SUGT1P4-STRA6LP readthrough"	-1.42466324045449	2.51177891076937e-05	8.697485199102e-05
"fibroblast growth factor 8"	-3.58976322022031	2.5119134154437e-05	8.697485199102e-05
"NHL repeat containing 2"	1.57093566459519	2.51296258413533e-05	8.69973241109653e-05
"potassium channel tetramerization domain containing 5"	1.00036961664192	2.52034371730236e-05	8.72389631553425e-05
"caspase recruitment domain family member 10"	2.44914474413922	2.52473075954085e-05	8.73769045577486e-05
"ribosomal protein S27a"	1.30208962906268	2.53196901643211e-05	8.76134623368623e-05
"retrotransposon Gag like 1"	-3.79138272505987	2.53255985256025e-05	8.76199614171106e-05
"PATJ crumbs cell polarity complex component"	0.975582870849318	2.53638595199458e-05	8.77383722868962e-05
"calcium/calmodulin dependent protein kinase I"	-0.877527304190753	2.54379894243887e-05	8.79808030664387e-05
"neuralized E3 ubiquitin protein ligase 1B"	1.37420716506492	2.54998526275728e-05	8.81807373908161e-05
"tousled like kinase 2"	0.748883223252423	2.55591304612007e-05	8.83716691089322e-05
"BLOC-1 related complex subunit 5"	-0.769727786880981	2.56022268872248e-05	8.85066011695268e-05
"tubulin tyrosine ligase like 6"	-2.77010815598043	2.57087447204386e-05	8.88607025384827e-05
"uncharacterized LOC100505664"	-5.69798905705748	2.57412876111895e-05	8.8959042116495e-05
"PAXIP1 associated glutamate rich protein 1"	1.24589100863973	2.58133742861441e-05	8.9193987659736e-05
"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta"	-1.21514633981368	2.58313289042944e-05	8.92418435894269e-05
"non-SMC condensin II complex subunit D3"	1.22571845182148	2.58728768175237e-05	8.9371181266251e-05
"keratin 80"	-5.78150553965751	2.60163752885771e-05	8.98525838203265e-05
"glycine receptor alpha 3"	-2.98408115570805	2.62079804688212e-05	9.04999528863789e-05
"basic helix-loop-helix family member e23"	5.75873171529702	2.6235447740368e-05	9.05804143756298e-05
"ribosomal protein S3"	1.21164114754957	2.62551827100299e-05	9.06341580340999e-05
"nidogen 2"	1.53500115613679	2.62612602850985e-05	9.06407461276913e-05
"receptor tyrosine kinase like orphan receptor 1"	1.8043178551172	2.66263430697627e-05	9.18862420126524e-05
"lysozyme"	-2.32798919787047	2.66358035179603e-05	9.19043015845063e-05
"V-set and transmembrane domain containing 2A"	-2.02370656898547	2.6735531159687e-05	9.22337643514368e-05
"calpain 12"	-2.38687233076167	2.67658653605916e-05	9.23237630976713e-05
"monooxygenase DBH like 1"	1.44430631942487	2.6861070154542e-05	9.26374565720015e-05
"alpha and gamma adaptin binding protein"	-1.21596424419517	2.68691297060408e-05	9.26505549467142e-05
